paperId,name,authors,year,month,num_citations
45cbff3a7e803dd949628a91bedef52b28bd63c7,Unlock Predictable Scaling from Emergent Abilities,Shengding Hu,2023,10,0
66380c4a519b7c3468d5a71fd1921d37a0890110,VENOM: A Vectorized N:M Format for Unleashing the Power of Sparse Tensor Cores,Roberto L. Castro,2023,10,0
c5c2870e05eae948fc58287447def73b6b192332,A Neural Scaling Law from Lottery Ticket Ensembling,Ziming Liu,2023,10,0
9bbb8fac9cf76ef919d290cb25cf6c4811a85cf1,Masked autoencoders are scalable learners of cellular morphology,Oren Kraus,2023,09,0
d0ddfc304c6a3490008835a944d8d0065ece77e2,Cluster-based pruning techniques for audio data,Boris Bergsma,2023,09,0
8e7254ab110cbf374d1c23f9bbce022ba9d01f1c,D3: Data Diversity Design for Systematic Generalization in Visual Question Answering,Amir Rahimi,2023,09,0
d3e6702c319cbd5314f0adea6e408562cb104e77,Uncovering Neural Scaling Laws in Molecular Representation Learning,Dingshuo Chen,2023,09,0
f9ab990ca3c0715e31854ec1087af572af8de8a6,Pretraining on the Test Set Is All You Need,Rylan Schaeffer,2023,09,2
77b603850094ff749c9040772f8169a75145d506,Explaining grokking through circuit efficiency,Vikrant Varma,2023,09,2
62d15b5a87961fd1a2b941e9fa83646db3324e2c,No Data Augmentation? Alternative Regularizations for Effective Training on Small Datasets,Lorenzo Brigato,2023,09,0
1516da95ff7eb6785b05ff11601342361667b0ba,International Governance of Civilian AI: A Jurisdictional Certification Approach,Robert F. Trager,2023,08,2
4c9eb09bfe9524574c0d4cd9614789f25f533623,CodeCoT and Beyond: Learning to Program and Test like a Developer,Dong Huang,2023,08,0
31d910504feca49bf9aa6adf7894f2cd9c0682db,Boosting Semi-Supervised Learning by bridging high and low-confidence predictions,Khanh-Binh Nguyen,2023,08,0
1711671b9c592b89602fa0974d529e8e214f10b5,Manifold DivideMix: A Semi-Supervised Contrastive Learning Framework for Severe Label Noise,F. Fooladgar,2023,08,0
4fe36896ba85b1e32318dcc9a7215c6c693ba524,PSRA-HGADMM: A Communication Efficient Distributed ADMM Algorithm,Yongwen Qiu,2023,,0
c236c1719945b115af2f39b9d825e3e53df2efa6,A vision transformer-based framework for knowledge transfer from multi-modal to mono-modal lymphoma subtyping models,Bilel Guetarni,2023,08,0
819c9542d80da3c0ab2889090eefe75b181386d9,A Theory for Emergence of Complex Skills in Language Models,Sanjeev Arora,2023,07,3
d96454e89f1228bc7cdbaad211f3779574aa2b2c,The semantic landscape paradigm for neural networks,Shreyas Gokhale,2023,07,0
e9724e31b870b6e333f657a7b381325918e31ddc,Scaling Laws for Imitation Learning in NetHack,Jens Tuyls,2023,07,0
e3dc6559baad16f2edb8b03add561834e2e9439c,An Empirical Investigation of Pre-trained Model Selection for Out-of-Distribution Generalization and Calibration,Hiroki Naganuma,2023,07,0
27419d289f321bf194e020bc1cf504d9d3beb299,Noise2Recon: Enabling SNR‐robust MRI reconstruction with semi‐supervised and self‐supervised learning,Arjun D Desai,2023,,3
f581b2f1f2998ab4193e53bec7672f6f8948fc8a,"Choice Architecture, Privacy Valuations, and Selection Bias in Consumer Data",Tesary Lin,2023,08,0
bea7271c6d43efca381755551522a4f631ea6714,Automated T1 and T2 mapping segmentation on cardiovascular magnetic resonance imaging using deep learning,András Kalapos,2023,,0
494b043fce4da2ecc7f87bc96f7c29a5278cca61,Frontier AI Regulation: Managing Emerging Risks to Public Safety,Markus Anderljung,2023,07,12
43bf1f91cb31726725a01aea268a69ae4d84523f,The Shaped Transformer: Attention Models in the Infinite Depth-and-Width Limit,Lorenzo Noci,2023,06,5
a20c6ce80872dbc6a8e6403b2a366973061a9f89,Scaling Laws for Discriminative Speech Recognition Rescoring Models,Yile Gu,2023,06,1
a46f081d7dcf87f0e3edccd2a738aaedcc60ea8d,Towards Sybil Resilience in Decentralized Learning,Thomas Werthenbach,2023,06,0
72833a1a9a154b9f5b670f9940586ae03d5598fb,Beyond Scale: the Diversity Coefficient as a Data Quality Metric Demonstrates LLMs are Pre-trained on Formally Diverse Data,Alycia Lee,2023,06,2
61e608a70faefb8faaf92124c4a8a7a8bf1fe099,Scaling MLPs: A Tale of Inductive Bias,Gregor Bachmann,2023,06,2
295ab302cb09c20c12ae5363cc9b9b5e0d75b8e6,On Hate Scaling Laws For Data-Swamps,A. Birhane,2023,06,2
2922768fd451ecdb45f48c1a83eb57f54a91221b,Textbooks Are All You Need,Suriya Gunasekar,2023,06,25
3670e1c5eecddcf6462b9f8571ba65084b00d550,A Deep‐Learning Ensemble Method to Detect Atmospheric Rivers and Its Application to Projected Changes in Precipitation Regime,Yuan Tian,2023,,0
6294f078e79828cac21e717813e8f3d02b18a97c,The importance of resource awareness in artificial intelligence for healthcare,Zhenge Jia,2023,,2
bfc5770dd7c4a3ba90d9a660909ed6936b001efd,Modern Data Pricing Models: Taxonomy and Comprehensive Survey,Xiaoye Miao,2023,06,0
52372c6e01d463420169a7b4ef9f68ae4b2d6e9d,"On the Joint Interaction of Models, Data, and Features",Yiding Jiang,2023,06,0
5db2dc69feb3d6d668151d88016f718b3f5afe5a,Leveraging human expert image annotations to improve pneumonia differentiation through human knowledge distillation,Daniel Schaudt,2023,,0
ac9c801bb5984f34ed21e564394012fab78f7590,Augmented Industrial Data-Driven Modeling Under the Curse of Dimensionality,Xiaoyu Jiang,2023,,3
31a68755ca6899e6c360ec8568704ae74f223a25,GPT4Image: Can Large Pre-trained Models Help Vision Models on Perception Tasks?,N. Ding,2023,06,0
403107745a725eb71623cec43df9a4e794340ae7,"Large-Batch, Iteration-Efficient Neural Bayesian Design Optimization",Navid Ansari,2023,06,0
0fc83abc4600e09c6c100242f9f8edf11b6ca9f0,MarginMatch: Improving Semi-Supervised Learning with Pseudo-Margins,Tiberiu Sosea,2023,08,0
01f7d12327ae81ca0d6414359155f25e764f0e8f,PubChemQC B3LYP/6-31G*//PM6 dataset: the Electronic Structures of 86 Million Molecules using B3LYP/6-31G* calculations,Maho Nakata,2023,05,0
f16e25394420bb15361539864fd4a9029ff0bf58,Getting ViT in Shape: Scaling Laws for Compute-Optimal Model Design,Ibrahim M. Alabdulmohsin,2023,05,2
e9b3e82b1c9eb4136df28e94f24cd823431be93b,Lifelong Language Pretraining with Distribution-Specialized Experts,Wuyang Chen,2023,05,2
3a8a09f9ca8ad711e02937795a9d8c9eb371bd76,A comparative study of model-centric and data-centric approaches in the development of cardiovascular disease risk prediction models in the UK Biobank,M. Mamouei,2023,,0
3b508a48a4b48d2a16dd790a2a04ffcf51c0b4a6,SUR-adapter: Enhancing Text-to-Image Pre-trained Diffusion Models with Large Language Models,Shan Zhong,2023,05,3
6c3a34f23e8160f8e9adc494227aa276831fd1d1,Body size as a metric for the affordable world,Xinran Feng,2023,,0
07c86b23fd90ced230e8bca24c91de1742d9c232,Model-agnostic Measure of Generalization Difficulty,Akhilan Boopathy,2023,05,0
075e2259d81985a5d623f34f08209377311e2175,MncR: Late Integration Machine Learning Model for Classification of ncRNA Classes Using Sequence and Structural Encoding,Heiko Dunkel,2023,,1
d9da0c7a3addf12f18c354687cb3fb7a2a598705,Predictability of Machine Learning Algorithms and Related Feature Extraction Techniques,Yu-nan Dong,2023,05,0
ece77610adfb0fb162dd22ef694f2777393c319a,Cerebras-GPT: Open Compute-Optimal Language Models Trained on the Cerebras Wafer-Scale Cluster,Nolan Dey,2023,04,26
d6c0c06891ce1ae6d5ede5eafa47e8da655d3c80,Multi-annotator Deep Learning: A Probabilistic Framework for Classification,M. Herde,2023,04,0
4a66d5b036e2a40cb39f1aa44072d508ebb15a0e,Predicting patient decompensation from continuous physiologic monitoring in the emergency department,Sameer Sundrani,2023,,0
1bba2a9c6db3b356b8ae6ef2efff5645e4d96c2b,Text-to-Image Diffusion Models are Zero-Shot Classifiers,Kevin Clark,2023,03,12
3ec5f0da304a606c5989de5b00e1246ee64b3e46,kNN Prompting: Beyond-Context Learning with Calibration-Free Nearest Neighbor Inference,Benfeng Xu,2023,03,13
a1058448710533ef3410e146ec9db400fa4a329d,The Quantization Model of Neural Scaling,Eric J. Michaud,2023,03,12
e00b40a7edac5d5a3b557e26727c62ce98855c26,ExplainFix: Explainable spatially fixed deep networks,Alex Gaudio,2023,03,1
2debe7236a3792db6cfea091db8021fbddbcd062,SemDeDup: Data-efficient learning at web-scale through semantic deduplication,Amro Abbas,2023,03,19
afdfae9bf54f220d41f375b4210eaf93ea305033,Semi-supervised Learning in Distributed Split Learning Architecture and IoT Applications,Mahdi Barhoush,2023,,1
42fc11d7a5d317bb467afa3b6f36dc5f3136b33f,Supervised Feature Selection with Neuron Evolution in Sparse Neural Networks,Zahra Atashgahi,2023,03,4
ff4ac6c65100eb19024e187b3b6cb743a117fd60,Kernel Regression with Infinite-Width Neural Networks on Millions of Examples,Ben Adlam,2023,03,4
33a12f5c67a312adba869bad25ab1df2582c1899,Robust mmWave Beamforming by Self-Supervised Hybrid Deep Learning,Fenghao Zhu,2023,03,0
46d4fa1ce4ebd3a3280944b08cdadfbaf0282635,Spatio-Temporal Structure Consistency for Semi-supervised Medical Image Classification,Wen-Ling Lei,2023,03,0
8eb03afce0a06c72cfe5736edbb7b2c0ef410ba0,Implementation of Supervised Pre-Training Methods for Univariate Time Series Forecasting,Vidul Khanna,2023,,0
dab6c070ea92e33e4d70b38923a301b05052a968,A Meta-Learning Approach to Predicting Performance and Data Requirements,Achin Jain,2023,03,0
57e849d0de13ed5f91d086936296721d4ff75a75,LLaMA: Open and Efficient Foundation Language Models,Hugo Touvron,2023,02,1733
6c282567e9c452f81416214933b9b1e45ab3add4,The Dormant Neuron Phenomenon in Deep Reinforcement Learning,Ghada Sokar,2023,02,6
9a8645efed4a653023a287d0102f0a41afe5216d,Industrial Policy for Advanced AI: Compute Pricing and the Safety Tax,Mckay Jensen,2023,02,1
7af28fd91d91441ebbd029c002cb58d7de286210,Scaling Laws for Multilingual Neural Machine Translation,Patrick Fernandes,2023,02,7
b60e04fa6c497ea8fae3ff63e34a107054756442,Cliff-Learning,T. T. Wang,2023,02,0
712573cc74633ec2283724e868328fd2d319c091,"Ten Lessons We Have Learned in the New ""Sparseland"": A Short Handbook for Sparse Neural Network Researchers",Shiwei Liu,2023,02,13
9752ee1b191b8e5f69f667ae729c8dd32c6b9535,Power Laws for Hyperparameter Optimization,Arlind Kadra,2023,02,0
27be451186b3a1b0367591e5aa328eb9065e4e1f,A Closer Look at Few-shot Classification Again,Xu Luo,2023,01,1
468992bf970c37bd1fef58b78a6c2fcd8c018868,Scaling Laws for Generative Mixed-Modal Language Models,Armen Aghajanyan,2023,01,28
de80124e4e7977e1946e57f1c9dbbcd9ae425d96,Quality monitoring of projection welding using machine learning with small data sets,Johannes Koal,2023,,1
53535d38fe259a3aa7c911edd8048d764e09e8e1,The case for 4-bit precision: k-bit Inference Scaling Laws,Tim Dettmers,2022,12,39
a50f72f223004aedd2041e13e5d4468c4ee5be41,SkinFormer: Robust Vision Transformer for Automatic Skin Disease Identification,Mohamed Osman,2022,,0
924afcb1394807a4950fbcfe8da9263d3bed760c,Predicting the prevalence of complex genetic diseases from individual genotype profiles using capsule networks,Xiao Luo,2022,,1
e8aa5f51aaf29344174f90d7edca49cc153a6b00,Economic impacts of AI-augmented R&D,T. Besiroglu,2022,12,1
16de2006e2960ba410772c6b6d460b83c0a5cc4b,Reproducible Scaling Laws for Contrastive Language-Image Learning,Mehdi Cherti,2022,12,90
76181ce429bacac17394a9034aa51fe6d2bf840e,Whole slide image representation in bone marrow cytology,Youqing Mu,2022,,1
2e0caf5cc32390692eac3f9c7bdf5de3b19f7e04,Languages You Know Influence Those You Learn: Impact of Language Characteristics on Multi-Lingual Text-to-Text Transfer,Benjamin Muller,2022,12,2
dbf3686d10b9be177415f1a4550d8b18acaf2ee6,Matching DNN Compression and Cooperative Training with Resources and Data Availability,F. Malandrino,2022,12,0
06adfb6a76b7c69b678d0b81c5f3087939652102,Enhancements to Language Modeling Techniques for Adaptable Log Message Classification,Yusufu Shehu,2022,,0
e99422aa7044c8a42d9b69c833addd7c49800e45,How Important are Good Method Names in Neural Code Generation? A Model Robustness Perspective,Guang Yang,2022,11,3
fb49e38135302a1c16d644c0f746cef7d5f10ee4,Understanding BLOOM: An empirical study on diverse NLP tasks,Parag Dakle,2022,11,0
db0c318f9074ab5cba5675b601eb39a7aed44d66,A Survey of Learning Curves with Bad Behavior: or How More Data Need Not Lead to Better Performance,M. Loog,2022,11,1
96427f960b7fbb27c0ad693a4dc97f7ac3fae996,The role of artificial intelligence in the differential diagnosis of wheezing symptoms in children,L. Song,2022,,0
964bd39b546f0f6625ff3b9ef1083f797807ef2e,BLOOM: A 176B-Parameter Open-Access Multilingual Language Model,Teven Le Scao,2022,11,666
1cf9f7da2786af99cc503833c1e95366344a46f3,Mapping the Landscape of Care Providers’ Quality Assurance Approaches for AI in Diagnostic Imaging,C. Lundström,2022,,3
e24f4b28167b05fbf7d29000490fc0a4e4c109c7,eDiff-I: Text-to-Image Diffusion Models with an Ensemble of Expert Denoisers,Y. Balaji,2022,11,244
b1cd1c4119bddea1b2a2b06779d9aeee12882b9a,There Are Fewer Facts Than Words: Communication With A Growing Complexity,L. Debowski,2022,11,0
ae8bc0b22544db54c2bf711d1923f198b39a94ae,Weed detection to weed recognition: reviewing 50 years of research to identify constraints and opportunities for large-scale cropping systems,Guy R. Y. Coleman,2022,,4
f5b3cb14e0947c62b470d2072483481f14258738,A Solvable Model of Neural Scaling Laws,A. Maloney,2022,10,17
4b8ae99910c2a0226e01a6199da8e5fb56ee1e2a,Broken Neural Scaling Laws,Ethan Caballero,2022,10,25
e70724ae65ca650008f81ec846a63e1bcfb4e33e,Scaling Laws Beyond Backpropagation,M. Filipovich,2022,10,1
3035b84a64977b0498425e4aad63db4c6e01c5b1,'A net for everyone': fully personalized and unsupervised neural networks trained with longitudinal data from a single patient,Christian Strack,2022,10,0
31ee24ceedd6dec76836cff99762a2b82acb292f,Precision Machine Learning,Eric J. Michaud,2022,10,8
4172c0022966091d891e7953aa2a16dd52bcfe3c,Analysis of Data Parallelism Methods with Deep Neural Network,Ming Chen,2022,,0
